query,timestamp,tweetsCount,followers,following,likes,lists,twitterProfile,bio,handle,location,website,joinDate,protectedAccount,followback,canDm,twitterId,alternativeProfileUrl,name,hasNftAvatar,verified
@onewhoplaysMC,2025-05-11T19:39:56.387Z,72,39,79,458,0,https://www.twitter.com/onewhoplaysMC,,@onewhoplaysMC,,,2020-06-11T14:43:21.000Z,,,true,1271090590638379010,https://www.twitter.com/intent/user/?user_id=1271090590638379010,braisonsan,false,false
